token_name,current_price,price_ma_5,price_ma_20,volume_ma_5,price_volatility,recent_trades,buy_pressure,last_trade,erg_liquidity,token_liquidity,rsi_14,market_impact,liquidity_imbalance,price_momentum_5,bb_position_5,volume_imbalance_5,trade_sign_imbalance_5,price_momentum_20,bb_position_20,volume_imbalance_20,trade_sign_imbalance_20,price_momentum_50,bb_position_50,volume_imbalance_50,trade_sign_imbalance_50
ERGOD,19589037.194448248,19589037.194448248,19589037.194448248,2.280709138,0.0,1,1.0,2024-08-10 02:45:44,68.786003823,1378653967474,,,2.547016237732332e-18,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
Peppo the Clown,3164101.3155480362,3164101.3155480362,3164101.3155480362,0.148393137,0.0,1,1.0,2024-08-10 02:49:01,1.392974147,483296713,,,9.109170551256194e-16,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
🍆💦,13587.316867258567,5666.482080406551,5895.060622570188,0.27985777,77353653.51570077,20,0.4,2025-01-16 23:05:21,3.132891688,50357,59.15959576841519,305291146.1151048,4.57880161776187e-09,-0.12600247835899758,0.7548550870837227,-0.0005082224445653188,-0.19999999999999996,0.03071584222385293,0.757416650397569,0.07697210656722774,-0.19999999999999996,,,0.18163198160996114,0.032258064516129004
PEPERG,1024.5302279800944,801.1338262247857,675.3684521696623,240.40114214819997,376692.9024972772,20,0.7,2025-01-20 00:48:38,19325.550940992,19628253,60.40666313545529,5.567493313585188e-05,9.610045859555872e-07,0.07452305304794304,0.6244676481983513,0.5840285985897977,0.6000000000000001,947398.4942968409,0.6921572035923382,0.46331254030037383,0.3999999999999999,0.14345397779929625,0.684410194212393,0.3483583225301442,0.6000000000000001
Ce n'est pas un punk.,1.9869847550949242,1.5262045192742244,1.7512344571267202,4.2756573186,0.0,7,0.7142857142857143,2024-12-05 17:18:24,41.851299834,81,,2.8272577034005724,0.2600335572153479,-0.2307984029916027,0.6208977707676535,-0.35651656992453346,0.19999999999999996,,,0.037849053266828796,0.4285714285714286,,,0.037849053266828796,0.4285714285714286
ERGCube,824522.8466772425,824522.8466772425,824522.8466772425,0.050394965,0.0,1,1.0,2024-08-12 13:48:13,0.793812047,1063489,,,9.052780479646528e-13,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0
BBC,6.221474363480392e-16,552279100394563.8,497197053488386.8,0.9215991378,1.084824247448341e+30,20,0.3,2025-01-17 10:39:18,14.076708692,21084025715662219,37.5843436504808,0.10280848611428628,1.0731347792154973,-0.1752262470191579,0.3186690222607468,0.13194363233702236,-0.19999999999999996,0.08984976727166694,0.34309556271313163,-0.11325680647169356,-0.4,2.387720338714009,0.33200007776514834,-0.17725582913091775,-0.07999999999999996
KETCHUP,313189.606,196425.0002110238,115767.50641353652,0.7124105077999999,0.0,9,0.5555555555555556,2024-10-13 01:45:45,1.341671826,7157389744,,90021386779.09167,5.985277530365253e-16,15685862608.435425,0.6802721083644855,0.4385259683560214,0.6000000000000001,,,0.1565541577372535,0.11111111111111116,,,0.1565541577372535,0.11111111111111116
PENIS,222320926.12613553,66243216.361024044,66243216.361024044,0.7259784600000001,0.0,5,0.6,2025-01-17 03:42:36,1.548885648,373316642,,13.356087766048958,1.8662149406651373e-17,,0.9192141873952445,0.636352847162986,0.19999999999999996,,,0.636352847162986,0.19999999999999996,,,0.636352847162986,0.19999999999999996
👨‍❤️‍👨,22280441404.10552,9104170939.599548,27895423402.50318,0.45222779879999997,0.0,19,0.5263157894736842,2025-01-17 10:39:18,33.119971886,741083500056,52.52387389817063,1.0117112779937237e+21,2.0058526426185746e-21,-0.061140089766920314,0.7641378123645634,-0.47713166190260303,-0.19999999999999996,,,-0.4963132762700719,0.05263157894736836,,,-0.4963132762700719,0.05263157894736836
